country,year,program,stage,process_group,source_url,source_table_id,rank,farm,score,weight_lbs,high_bid,total_value,company_name,high_bidder_s,download_status,download_error,farmer_organization,weight_kg,farmer,region,variety,process,zone,woreda,farm_name,bid_lb,winner,buyer_s_location,lot,lb,altitude_masl,ranking,price_per_lb,total_price,origin,buyer,na,na_2,na_3,na_4,na_5,na_6,na_7,na_8,na_9,na_10,na_11,na_12,na_13,na_14,na_15,weight_lb,hight_bid,high_bid_lb,farmer_name,estimated_weight_kg,proceso,variedad,winners,origin_of_buyer,farm_cws,farmer_representative,final_bid_lb,weights_kg,altitude_m,weigth_kg,farmer_representetive,weight,bid,business_name,wight_lb,farmer_en,farm_en
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,9,Sitio Jardim Das Oliveiras,88.68,NA,NA,NA,NA,NA,success,NA,NA,330,Simone A Dias Sampaio Silva,Matas de Minas,"Catiguá MG1, MG2 e MG3",Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,10,Sítio Batista,88.68,NA,NA,NA,NA,NA,success,NA,NA,555,José Danilo Braga,Mantiqueira de Minas,Catuaí Vermelho,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,11,Fazenda Santa Alina,88.17,NA,NA,NA,NA,NA,success,NA,NA,315,Lucia Maria Da Silva Dias,Média Mogiana,Bourbon Amarelo,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,12,Fazenda Catanduva II,88.17,NA,NA,NA,NA,NA,success,NA,NA,360,Marie Nakao Sasaki,Cerrado Mineiro,Catuaí Amarelo,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,13,Sítio Matinha,88.13,NA,NA,NA,NA,NA,success,NA,NA,315,Edson Junior De Miranda,Matas de Minas,Catuaí Amarelo,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,14,Sítio Monte Alegre,88.1,NA,NA,NA,NA,NA,success,NA,NA,345,Glycia Emerenciana Pereira Carneiro E Outros,Mantiqueira de Minas,Bourbon Amarelo,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,15,Fazenda Recreio,88.1,NA,NA,NA,NA,NA,success,NA,NA,315,Homero Teixeira De Macedo Junior,Média Mogiana,Gesha,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,16,Vista Brigadeiro,87.87,NA,NA,NA,NA,NA,success,NA,NA,315,Waldemar Ferreira De Paula,Matas de Minas,Catuaí 785,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,17,Fazenda Cerca De Pedra São Benedito,87.87,NA,NA,NA,NA,NA,success,NA,NA,345,Silvio Leite Café,Chapada Diamantina,"Catuaí Amarelo, Catuaí Vermelho",Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,18,Fazenda Campo Alegre,87.83,NA,NA,NA,NA,NA,success,NA,NA,360,Amarildo Corsi Da Silva,Chapada Diamantina,Catuaí 144,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,19,Sitio Rochedo,87.83,NA,NA,NA,NA,NA,success,NA,NA,375,Osman Chirgo Martins,Matas de Minas,"Catuaí, Catucaí",Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,20,Fazenda Pedro Rodrigues,87.83,NA,NA,NA,NA,NA,success,NA,NA,345,Valgleber Sacramentos Santos Mafra,Chapada Diamantina,Red Catucaí,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,21,Sítio Mutuca,87.8,NA,NA,NA,NA,NA,success,NA,NA,585,Nathan Lopes Sanglard,Matas de Minas,Catucaí Vermelho,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,22,Fazenda Pedra Preta,87.67,NA,NA,NA,NA,NA,success,NA,NA,705,Claudia Maria Carneiro Bustamante,Mantiqueira de Minas,Catucaí 2sl,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,23,Fazenda Rainha,87.47,NA,NA,NA,NA,NA,success,NA,NA,360,Fazenda Sertãozinho Ltda.,Média Mogiana,Gesha,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,24,Sítio Da Serra,87.4,NA,NA,NA,NA,NA,success,NA,NA,375,Paulo Henrique Miranda,Matas de Minas,Catucaí acu- iapar 59,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,25,Sitio São João,87.33,NA,NA,NA,NA,NA,success,NA,NA,300,João Batista Dos Santos,Matas de Minas,Catucaí,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,26,Sítio Rancho Dantas,87.33,NA,NA,NA,NA,NA,success,NA,NA,360,Florentino Meneguetti,Montanhas do Espírito Santo,Catucaí 785,Fully Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,27,Fazenda Irmãs Pereira,87.3,NA,NA,NA,NA,NA,success,NA,NA,360,Maria Rogéria Costa Pereira E Outros,Mantiqueira de Minas,Gesha,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,28,Sitio Santa Barbara,87.17,NA,NA,NA,NA,NA,success,NA,NA,480,Lindolfo Martins De Assunção,Chapada Diamantina,Catuaí Vermelho,Pulped Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,1,29,Fazenda Ponte Alta,87.10,NA,NA,NA,NA,NA,success,NA,NA,330,Marina Brito Oliveira,Mantiqueira de Minas,Catuaí Amarelo,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,NW,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,3,NW,Sítio Serra Azul,86.97,NA,NA,NA,NA,NA,success,NA,NA,495,Luiz Flavio Pereira De Castro,Mantiqueira de Minas,Catucaí,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,NW,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,3,NW,Fazenda Criciuma,86.83,NA,NA,NA,NA,NA,success,NA,NA,435,Amador Dias Filho,Matas de Minas,Catuai 44,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2021,NW,competition,NA,https://allianceforcoffeeexcellence.org/brazil-2021/,3,NW,Chácara São Severino,86.53,NA,NA,NA,NA,NA,success,NA,NA,405,Salvador Da Paixão Mesquita,Chapada Diamantina,Catuaí 144,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,1a,Obraje,90.61,NA,NA,NA,NA,NA,success,NA,NA,165,Pablo Andrés Guerrero Pérez,Nariño,Gesha,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,1b,Obraje,90.61,NA,NA,NA,NA,NA,success,NA,NA,150,Pablo Andrés Guerrero Pérez,Nariño,Gesha,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,2a,La Siria,90.07,NA,NA,NA,NA,NA,success,NA,NA,180,Anibal Celestino Sanchez Burbano,Huila,Gesha,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,2b,La Siria,90.07,NA,NA,NA,NA,NA,success,NA,NA,180,Anibal Celestino Sanchez Burbano,Huila,Gesha,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,3,El Zafiro,89.46,NA,NA,NA,NA,NA,success,NA,NA,195,Nancy Liliana Maca Pinilla,Cauca,Castillo,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,4,Guayacanes – El Tejar,89.43,NA,NA,NA,NA,NA,success,NA,NA,240,Beatriz Elena Vélez Restrepo,Antioquia,Gesha,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,5,El Casino,89.39,NA,NA,NA,NA,NA,success,NA,NA,645,Jose Elcías Martinez Guzmán,Huila,Bourbon Rosado,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,6,La Guaca,89.32,NA,NA,NA,NA,NA,success,NA,NA,450,Jose Herman Salazar,Huila,Aji**,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,7,La Piragua,88.86,NA,NA,NA,NA,NA,success,NA,NA,450,Alexander Vargas Osorio,Huila,Bourbon Rosado,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,8,La Miel,88.64,NA,NA,NA,NA,NA,success,NA,NA,240,Miguel Angel Botina Ceron,Huila,Bourbon Rosado,Honey Anaerobic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,9,El Cedro,88.57,NA,NA,NA,NA,NA,success,NA,NA,360,Servio Tulio Botina Quinayos,Huila,Bourbon,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,10,La Fortuna,88.39,NA,NA,NA,NA,NA,success,NA,NA,645,Victor Feliz Ramirez Cruz,Huila,Gesha,Washed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,2021,COE,competition,NA,https://allianceforcoffeeexcellence.org/colombia-2021/,1,11,San Jose,87.93,NA,NA,NA,NA,NA,success,NA,NA,330,Consuelo Maria Garcia Marin,Quindio,Gesha,Honey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
