event_id,program,entry_key,country,year,entry_rank,farm,score,process,base_process,innovation_class,experimental_method,experimental_technology,auction_lots,mean_price_usd_lb,median_price_usd_lb,min_price_usd_lb,max_price_usd_lb,lots_with_weight,weight_coverage,observed_weight_lb,weighted_mean_price_usd_lb
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|14,Brazil,2018,14,Fazenda Volta da Serra,87.97,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|15,Brazil,2018,15,Fazenda Alto da Serra,88.91,Natural,Natural,Conventional,NA,NA,1,5.6,5.6,5.6,5.6,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|15,Brazil,2018,15,Fazenda Rio Verde,87.97,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,6.1,6.1,6.1,6.1,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|16,Brazil,2018,16,Fazenda Pedra Preta,88.85,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|16,Brazil,2018,16,Fazenda Boa Vista,87.94,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|17,Brazil,2018,17,Fazenda Barinas,88.79,Natural,Natural,Conventional,NA,NA,1,5.6,5.6,5.6,5.6,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|17,Brazil,2018,17,Fazenda Vista Alegre,87.72,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|18,Brazil,2018,18,Fazenda Cachoeira da Grama,88.65,Natural,Natural,Conventional,NA,NA,1,6.2,6.2,6.2,6.2,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|18,Brazil,2018,18,Fazenda Passagem Pedra,87.39,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|19,Brazil,2018,19,Sitio do Bone,88.35,Natural,Natural,Conventional,NA,NA,1,6.2,6.2,6.2,6.2,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|19,Brazil,2018,19,Chácara Vista Alegre,87.25,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|2,Brazil,2018,2,Fazenda São Pedro,92.06,Natural,Natural,Conventional,NA,NA,2,20.35,20.35,20.3,20.4,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|2,Brazil,2018,2,Sitio Fortaleza,91.36,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,2,8.45,8.45,8.1,8.8,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|20,Brazil,2018,20,Sítio Mandioca,88.32,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|20,Brazil,2018,20,Sítio Sumidouro,87.19,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|21,Brazil,2018,21,Fazenda Claudio,88.21,Natural,Natural,Conventional,NA,NA,1,5.9,5.9,5.9,5.9,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|21,Brazil,2018,21,Sitio Cafundó,87,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|22,Brazil,2018,22,Fazenda Vitória,88.15,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|22,Brazil,2018,22,Sítio Caminho da Serra,87,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|23,Brazil,2018,23,Chácara Capãozinho,88.09,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|23,Brazil,2018,23,Fazenda Paraíso,87,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|24,Brazil,2018,24,Sitio Santo Antonio,87.91,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|24,Brazil,2018,24,Fazenda Caracol,86.92,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|25,Brazil,2018,25,Fazenda Sertãozinho,87.88,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|25,Brazil,2018,25,Fazenda Boa Vista,86.89,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|26,Brazil,2018,26,Sitio Alto da Serra,87.79,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|26,Brazil,2018,26,Chácara União,86.83,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.7,5.7,5.7,5.7,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|27,Brazil,2018,27,Sitio Córrego dos Machados,87.79,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|27,Brazil,2018,27,Sitio São Sebastião,86.75,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|28,Brazil,2018,28,Sítio São Francisco,87.76,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|28,Brazil,2018,28,Fazenda Laranjal,86.58,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|29,Brazil,2018,29,Fazenda Nossa Senhora Aparecida,87.59,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|29,Brazil,2018,29,Sitio Santana 2,86.47,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|3,Brazil,2018,3,Chácara São Severino,91.91,Natural,Natural,Conventional,NA,NA,2,14.045,14.045,14,14.09,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|3,Brazil,2018,3,Fazenda Santo André,90.89,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,2,8.25,8.25,8.1,8.4,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|30,Brazil,2018,30,Sítio Córrego Grande,87.59,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|30,Brazil,2018,30,Sítio Três Barras,86.25,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|31,Brazil,2018,31,Sítio Santa Terezinha,87.56,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|32,Brazil,2018,32,Fazenda Do Sertão,87.53,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|33,Brazil,2018,33,Fazenda São Bento,87.41,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|34,Brazil,2018,34,Fazenda Esperança,87.41,Natural,Natural,Conventional,NA,NA,1,6,6,6,6,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|35,Brazil,2018,35,Serra Do Triunfo,87.21,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|36,Brazil,2018,36,Fazenda São Sebastião,87.12,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|37,Brazil,2018,37,Fazenda Santo André,86.91,Natural,Natural,Conventional,NA,NA,1,5.5,5.5,5.5,5.5,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|4,Brazil,2018,4,Chácara Vista Alegre,91.35,Natural,Natural,Conventional,NA,NA,2,11.55,11.55,10.1,13,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|4,Brazil,2018,4,Granja São Francisco,90.67,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,2,7.300000000000001,7.300000000000001,7.2,7.4,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|5,Brazil,2018,5,Fazenda Campo Alegre,91.09,Natural,Natural,Conventional,NA,NA,2,12.899999999999999,12.899999999999999,12.7,13.1,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|5,Brazil,2018,5,Sitio Santo Antonio,90.17,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,2,6.9,6.9,6.7,7.1,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|6,Brazil,2018,6,Sítio da Torre,90.74,Natural,Natural,Conventional,NA,NA,2,7.6,7.6,7.6,7.6,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|6,Brazil,2018,6,Fazenda Horizonte,89.94,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,6,6,6,6,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|7,Brazil,2018,7,Fortaleza,90.18,Natural,Natural,Conventional,NA,NA,2,8.5,8.5,8.4,8.6,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|7,Brazil,2018,7,Sítio Bonilha,89.92,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,5.8,5.8,5.8,5.8,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|8,Brazil,2018,8,Fazenda Fortaleza,90.15,Natural,Natural,Conventional,NA,NA,2,10.094999999999999,10.094999999999999,10.09,10.1,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|8,Brazil,2018,8,Fazenda Guariroba,89.53,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,9.1,9.1,9.1,9.1,0,0,NA,NA
56f3d93e6d53724a,COE,56f3d93e6d53724a|COE|NA|9,Brazil,2018,9,Fazenda Bela Época,89.5,Natural,Natural,Conventional,NA,NA,1,6.3,6.3,6.3,6.3,0,0,NA,NA
d1543b65c7f3dffe,COE,d1543b65c7f3dffe|COE|NA|9,Brazil,2018,9,Santuário Sul,88.5,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,18.45,18.45,18.45,18.45,0,0,NA,NA
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|1,Brazil,2019,1,Fazenda Paie Filho,92.23,Natural,Natural,Conventional,NA,NA,2,55.45,55.45,50.8,60.1,2,1,793.68,55.45
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|10,Brazil,2019,10,Fazenda Aterradinho,88.61,Natural,Natural,Conventional,NA,NA,1,8.1,8.1,8.1,8.1,1,1,793.68,8.1
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|11,Brazil,2019,11,Fazenda Volta da Serra,88.5,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8.9,8.9,8.9,8.9,1,1,925.96,8.9
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|12,Brazil,2019,12,Ecoagrícola Café Ltda,88.46,Natural,Natural,Conventional,NA,NA,1,16,16,16,16,1,1,793.68,16
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|13,Brazil,2019,13,Sítio Lagoa II,88.36,Natural,Natural,Conventional,NA,NA,1,7,7,7,7,1,1,727.54,7
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|14,Brazil,2019,14,Sítio dos Colis,88.29,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,7,7,7,7,1,1,727.54,7
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|15,Brazil,2019,15,Fazenda Mantissa,88.14,Natural,Natural,Conventional,NA,NA,1,9.1,9.1,9.1,9.1,1,1,727.54,9.1
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|16,Brazil,2019,16,Fazenda Sertãozinho,88.04,Natural,Natural,Conventional,NA,NA,1,10.6,10.6,10.6,10.6,1,1,925.96,10.6
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|17,Brazil,2019,17,Fazenda Paraíso,88.02,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,11.9,11.9,11.9,11.9,1,1,793.68,11.9
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|18,Brazil,2019,18,Fazenda Dona Neném,87.8,Natural,Natural,Conventional,NA,NA,1,8.4,8.4,8.4,8.4,1,1,793.68,8.4
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|19,Brazil,2019,19,Fazenda Zaroca,87.69,Natural,Natural,Conventional,NA,NA,1,9,9,9,9,1,1,1058.24,9
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|2,Brazil,2019,2,Fazenda Primavera,92.15,Natural Anaerobic,Natural,Experimental,Anaerobic,Natural | Anaerobic,2,27.8,27.8,25.1,30.5,2,1,661.4,27.799999999999997
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|20,Brazil,2019,20,Fazenda Fortaleza,87.68,Natural,Natural,Conventional,NA,NA,1,10.1,10.1,10.1,10.1,1,1,793.68,10.1
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|21,Brazil,2019,21,Fazenda Camocim,87.68,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8,8,8,8,1,1,793.68,8
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|22,Brazil,2019,22,Sítio Santa Terezinha,87.54,Natural,Natural,Conventional,NA,NA,1,7.7,7.7,7.7,7.7,1,1,992.1,7.7
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|23,Brazil,2019,23,Fazenda Barreiro,87.52,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,7.1,7.1,7.1,7.1,1,1,793.68,7.1
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|24,Brazil,2019,24,Sítio Fortaleza,87.48,Natural,Natural,Conventional,NA,NA,1,8,8,8,8,1,1,727.54,8
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|25,Brazil,2019,25,Sítio dos Estouros,87.43,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,7.1,7.1,7.1,7.1,1,1,793.68,7.1
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|26,Brazil,2019,26,Fazenda Santa Mônica,87.34,Natural,Natural,Conventional,NA,NA,1,8.7,8.7,8.7,8.7,1,1,793.68,8.7
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|27,Brazil,2019,27,Nascentes da Grama,87.16,Natural,Natural,Conventional,NA,NA,1,7,7,7,7,1,1,793.68,7
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|3,Brazil,2019,3,Sítio São Sebastião,91.84,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,2,12.95,12.95,12.9,13,2,1,793.68,12.95
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|4,Brazil,2019,4,Santuário Sul,90.61,Natural,Natural,Conventional,NA,NA,1,20.3,20.3,20.3,20.3,1,1,661.4,20.3
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|5,Brazil,2019,5,Fazenda Jaguara,90.47,Natural Anaerobic,Natural,Experimental,Anaerobic,Natural | Anaerobic,1,15.3,15.3,15.3,15.3,1,1,793.68,15.3
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|6,Brazil,2019,6,Sítio d’Água Limpa,89.7,Natural,Natural,Conventional,NA,NA,1,10.51,10.51,10.51,10.51,1,1,661.4,10.51
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|7,Brazil,2019,7,Fazenda Gerais,89.58,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8.4,8.4,8.4,8.4,1,1,1322.8,8.4
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|8,Brazil,2019,8,Sítio Portella,88.88,Natural,Natural,Conventional,NA,NA,1,8.5,8.5,8.5,8.5,1,1,793.68,8.5
58d0dda26a0c47c5,COE,58d0dda26a0c47c5|COE|NA|9,Brazil,2019,9,Fazenda Santo Antônio,88.8,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,7.1,7.1,7.1,7.1,1,1,793.68,7.1
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|1,Brazil,2021,1,Dbarbosa Coffee – Fazenda Cachoeira,90.5,Natural,Natural,Conventional,NA,NA,2,63.5,63.5,61,66,2,1,793.66,63.5
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|10,Brazil,2021,10,Sítio Batista,88.68,Natural,Natural,Conventional,NA,NA,1,9.1,9.1,9.1,9.1,1,1,1223.57,9.1
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|11,Brazil,2021,11,Fazenda Santa Alina,88.17,Natural,Natural,Conventional,NA,NA,1,12.25,12.25,12.25,12.25,1,1,694.46,12.25
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|12,Brazil,2021,12,Fazenda Catanduva II,88.17,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,15.1,15.1,15.1,15.1,1,1,793.67,15.1
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|13,Brazil,2021,13,Sítio Matinha,88.13,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,10,10,10,10,1,1,694.46,10
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|14,Brazil,2021,14,Sítio Monte Alegre,88.1,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8.6,8.6,8.6,8.6,1,1,760.6,8.6
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|15,Brazil,2021,15,Fazenda Recreio,88.1,Natural,Natural,Conventional,NA,NA,1,26,26,26,26,1,1,694.46,25.999999999999996
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|16,Brazil,2021,16,Vista Brigadeiro,87.87,Washed,Washed,Conventional,NA,NA,1,11,11,11,11,1,1,694.46,11
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|17,Brazil,2021,17,Fazenda Cerca De Pedra São Benedito,87.87,Natural,Natural,Conventional,NA,NA,1,57.1,57.1,57.1,57.1,1,1,760.6,57.1
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|18,Brazil,2021,18,Fazenda Campo Alegre,87.83,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8.8,8.8,8.8,8.8,1,1,793.67,8.8
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|19,Brazil,2021,19,Sitio Rochedo,87.83,Natural,Natural,Conventional,NA,NA,1,8.7,8.7,8.7,8.7,1,1,826.73,8.7
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|2,Brazil,2021,2,Fazenda Do I.P.,90.14,Natural,Natural,Conventional,NA,NA,2,25.1,25.1,25.1,25.1,2,1,793.66,25.100000000000005
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|20,Brazil,2021,20,Fazenda Pedro Rodrigues,87.83,Natural,Natural,Conventional,NA,NA,1,8.6,8.6,8.6,8.6,1,1,760.6,8.6
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|21,Brazil,2021,21,Sítio Mutuca,87.8,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8.5,8.5,8.5,8.5,1,1,1289.71,8.5
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|22,Brazil,2021,22,Fazenda Pedra Preta,87.67,Natural,Natural,Conventional,NA,NA,1,8.6,8.6,8.6,8.6,1,1,1554.26,8.6
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|23,Brazil,2021,23,Fazenda Rainha,87.47,Natural,Natural,Conventional,NA,NA,1,18.6,18.6,18.6,18.6,1,1,793.67,18.6
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|24,Brazil,2021,24,Sítio Da Serra,87.4,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8.5,8.5,8.5,8.5,1,1,826.73,8.5
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|25,Brazil,2021,25,Sitio São João,87.33,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8.5,8.5,8.5,8.5,1,1,661.39,8.5
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|26,Brazil,2021,26,Sítio Rancho Dantas,87.33,Fully Washed,Washed,Conventional,NA,NA,1,9.2,9.2,9.2,9.2,1,1,793.67,9.2
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|27,Brazil,2021,27,Fazenda Irmãs Pereira,87.3,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,9.2,9.2,9.2,9.2,1,1,793.67,9.2
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|28,Brazil,2021,28,Sitio Santa Barbara,87.17,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,8.2,8.2,8.2,8.2,1,1,1058.22,8.2
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|29,Brazil,2021,29,Fazenda Ponte Alta,87.1,Natural,Natural,Conventional,NA,NA,1,8.1,8.1,8.1,8.1,1,1,727.53,8.1
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|3,Brazil,2021,3,Sítio São Pedro,89.43,Natural,Natural,Conventional,NA,NA,1,42.4,42.4,42.4,42.4,1,1,694.46,42.4
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|4,Brazil,2021,4,Fazenda Ressaca,89.18,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,13.5,13.5,13.5,13.5,1,1,793.67,13.5
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|5,Brazil,2021,5,Fazenda Sáo Benedito,89.11,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,9.2,9.2,9.2,9.2,1,1,1554.26,9.2
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|6,Brazil,2021,6,Chácara Vista Alegre,89.07,Natural,Natural,Conventional,NA,NA,1,12.25,12.25,12.25,12.25,1,1,694.46,12.25
f8c00d6b60400117,COE,f8c00d6b60400117|COE|NA|7,Brazil,2021,7,Fazenda Serra Do Boné,88.93,Pulped Natural,Honey / pulped natural,Conventional,NA,NA,1,9.7,9.7,9.7,9.7,1,1,1289.71,9.7
